material,type,name,img,mat1,mat2,mat3,mat4,mat5,mat6,mat7,mat8,mat9,mat10,mat11,mat12,mat13,mat14,mat15,mat16,mat17,mat18,mat19,mat20,mat21,mat22,mat23,mat24,mat25,mat26,mat27,mat28,mat29,mat30,mat31,mat32,mat33,mat34,mat35,mat36,mat37,mat38,mat39,mat40,mat41,mat42,mat43,mat44,mat45,mat46,mat47,mat48,mat49
MVGranite,Masonry Veneer,Granite,./img/mvgranite.png,0.404911876,0.70353111,2.294618484,0.621955466,0.224926401,0,0,0.590553348,0,0,0,0,1.468059337,0,0,0,0.243320563,0,0,14.49660252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MVLimestone,Masonry Veneer,Limestone,./img/mvlimestone.png,0.404911876,0.70353111,2.294618484,0.621955466,0.224926401,0,0,0.590553348,0,0,0,0,1.468059337,0,0,0,0.243320563,0,0,0,7.695456456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MVBrick,Masonry Veneer,Brick,./img/mvbrick.png,0.404911876,0.70353111,2.294618484,0.621955466,0.224926401,0,0,0.590553348,0,0,0,0,1.468059337,0,0,0,0,0.270110719,0,0,0,0,0,0,4.471676776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MVTBrick,Masonry Veneer,Thin Brick,./img/mvtbrick.png,0.404911876,0.70353111,2.294618484,0.621955466,0.224926401,0,0,0.51673418,0,0,0,0,0,0,0,0,0.124055608,0,0,0,0,1.942800557,0,0,0.925174505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MInsMePanel,Misc,Insulated Metal Panel,./img/minsmepanel.png,0.404911876,0.70353111,2.294618484,0,0,0,0,0,0,0,0,0,0,0,0,1.475712814,0,0,0,0,0,0,0,0,0,1.213118234,23.55788641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEIFS,Misc,EIFS (XPS),./img/mefis.png,0.404911876,0.70353111,2.294618484,0.621955466,0.449852802,0,0,0,0,23.74525682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000710875,0.327072437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPrecast,Misc,Precast Concrete,./img/mprecast.png,0.404911876,0.70353111,2.294618484,0,0,0,0,0,1.083408936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.789837816,7.333751679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMinWool,Misc,EIFS (Min Wool),./img/mminwool.png,0.404911876,0.70353111,2.294618484,0.621955466,0.449852802,0,0,1.033468359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000710875,0.327072437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSpandrelAlumB,Curtain Wall,Spandrel (Alum w/ Backpan),./img/cspandrelalumb.png,0,0,0,0,0,6.007615957,0.352556546,1.337011242,0,0,0.060252542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.658604143,0,0,0.007719798,9.532406256,0.087804415,0.27870912,0,0,0,0,0,0,0,0,0,0,0
CSpandrelSteel,Curtain Wall,Spandrel (Steel),./img/cspandrelsteel.png,0.404911876,0.70353111,2.294618484,0,0,0,0,1.378702193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389366725,0,0,0,0,0,0,9.527759449,0,0.007719798,9.532406256,0.087804415,0.27870912,0,0,0,0,0,0,0,0,0,0,0
CSpandrelAlum,Curtain Wall,Spandrel (Alum),./img/cspandrelalum.png,0.404911876,0.70353111,2.294618484,0,0,0,0,1.337011242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.658604143,0,0,0.007719798,9.532406256,0.087804415,0.27870912,0,0,0,0,0,0,0,0,0,0,0
CSpandrelWood,Curtain Wall,Spandrel (Wood),./img/cspandrelwood.png,0.404911876,0.70353111,2.294618484,0,0,0,0,0.802206745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.698437953,0.007719798,9.532406256,0.087804415,0.27870912,0,0,0,0,0,0,0,0,0,0.045429672,0
RGFRC,Rainscreen,Glass Fiber Reinforced Concrete (GFRC),./img/rgfrc.png,0.404911876,0.70353111,2.294618484,0.621955466,0.224926401,0,0,0.664372517,0,0,0,0.006020253,0,11.72006933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95659953,0,0,0,0,0,0,0,0,0
RACM,Rainscreen,Aluminum Composite Material (ACM),./img/racm.png,0.404911876,0.70353111,2.294618484,0.621955466,0.224926401,0,0,0.738191685,0,0,0,0.006020253,0,0,1.658548046,0,0,0,0,0,0,0,0,0,0,0.606559117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.43909731,0,0,0,0,0,0,0,0
RTerracotta,Rainscreen,Terracotta,./img/rterracotta.png,0.404911876,0.70353111,2.294618484,0.621955466,0.224926401,0,0,0.738191685,0,0,0,0.008528692,0,0,5.528493488,0.122813549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54228448,0,0,0,0,0,0,0
RPhenResin,Rainscreen,Phenolic Resin,./img/rphenresin.png,0.404911876,0.70353111,2.294618484,0.621955466,0.449852802,0,0,1.328745033,0,0,0,0.007023629,0,0,11.05698698,0.245627099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49825639,0,0,0,0,0,0
RFiberCement,Rainscreen,Fiber Cement,./img/rfibercement.png,0.404911876,0.70353111,2.294618484,0.621955466,0.449852802,0,0,1.328745033,0,0,0,0.007023629,0,0,11.05698698,0.368440648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.906222741,0,0,0,0,0
RZinc,Rainscreen,Formed Zinc Panel,./img/rzinc.png,0.404911876,0.70353111,2.294618484,0.621955466,0.224926401,0,0,0.51673418,0,0,0,0.00903038,0,0.48259109,0,0.122813549,0,0,0,0,0,0,0,0,0,0.606559117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.741154871,0,0,0,0
RUHPC,Rainscreen,UHPC (fibreC),./img/ruhpc.png,0.41334754,0.718188008,2.342423036,0.634912872,0.229612368,0,0,0.678213611,0,0,0,0.003584977,0,1.562388654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.102922171,0,0,0,0,0,0,0,0,0,0
RGranite,Rainscreen,Granite,./img/rgranite.png,0.404911876,0.70353111,2.294618484,0.621955466,0.224926401,0,0,0.738191685,0,0,0,0.006020253,0,0,2.211397395,0.327502798,0,0,1.205616083,0.83596793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTBrick,Rainscreen,Thin Brick,./img/rtbrick.png,0.404911876,0.70353111,2.294618484,0.621955466,0.224926401,0,0,0.51673418,0,0,0,0.00903038,0,0.48259109,0,0,0.124055608,0,0,0,0,0,2.389745257,0.217075497,0.925174505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RLimestone,Rainscreen,Limestone,./img/rlimestone.png,0.404911876,0.70353111,2.294618484,0.621955466,0.224926401,0,0,0.738191685,0,0,0,0.006020253,0,0,2.211397395,0.327502798,0,0,1.205616083,0,0.485373249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RSteel,Rainscreen,Formed Steel Panel,./img/rsteel.png,0.404911876,0.70353111,2.294618484,0.621955466,0.449852802,0,0,1.033468359,0,0,0,0.01806076,0,0.96518218,0,0.245627099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286625044,3.260015235,0,0
RWood,Rainscreen,Wood,./img/rwood.png,0.404911876,0.70353111,2.294618484,0.621955466,0.449852802,0,0,1.033468359,0,0,0,0.01806076,0,0.96518218,2.653676874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076441288,2.525470094
